Id,Title,Type,Geography,Geography ISO,Frameworks,Responses,Instruments,Document Types,Natural Hazards,Keywords,Sectors,Events,Documents,Parent Legislation,Description
11115,Law 27.424 instituting the regime to promote the distributed generation of renewable energy integrated into the public electricity network,legislative,Argentina,ARG,"",Mitigation,"",Law,"","",Energy,30/11/2017|Approved||,Full text (PDF)|https://faolex.fao.org/docs/pdf/arg172206.pdf|es,,"The purpose of this law is to establish the policies and establish the legal and contractual conditions for the generation of electrical energy of renewable origin by users of the distribution network, for their self-consumption, with eventual injection of surpluses into the network, and to establish the obligation of public distribution service providers to facilitate said injection, ensuring free access to the distribution network, without prejudice to the powers of the provinces."
11116,Law no 22520 on the responsibilities of ministries,legislative,Argentina,ARG,"",Adaptation;Mitigation,"",Law,"","",Public Sector,28/09/2020|Approved||,Full text (PDF)|https://faolex.fao.org/docs/pdf/arg208366.pdf|es,,"Art 23 of this law sets the responsibilities of the ministry for the environment and sustainable development. This includes a number of climate-related functions (13.12, 13.15, 13.16)."
11118,Yolanda law (no 27592),legislative,Argentina,ARG,"",Adaptation;Mitigation,"",Law,"","",Public Sector,27/11/2020|Approved||,Full text on external website (PDF)|https://faolex.fao.org/docs/pdf/arg205139.pdf|es,,"The purpose of this Law is to guarantee comprehensive training in the environment, with a sustainable development perspective and with special emphasis on climate change for people who work in public office. For this purpose, it establishes mandatory training on environmental issues, in accordance with the general guidelines that the enforcement authority will establish. The main objective of the ""Yolanda Law"" is that public officials and employees understand the transversality of environmental issues in the design, planning and implementation of public policies to contribute, from state management, to the construction of an environmentally sustainable Argentina.<br><br>The law's applicability was set in <a href=""https://faolex.fao.org/docs/pdf/arg206533.pdf"">disposition 12/2021</a>.&nbsp;"
11119,Law no 27.640 setting the regulatory framework for biofuels,legislative,Argentina,ARG,"",Mitigation,"",Law,"","",Energy,15/07/2021|Approved||,Full text on external website (PDF)|https://faolex.fao.org/docs/pdf/arg205417.pdf|es,,This law sets the regulatory framework for liquid biofuels in the country.
1031,Carbon Farming Initiative Amendment Bill 2014,legislative,Australia,AUS,"",Mitigation,Provision of climate funds|Direct Investment,Law,"",Carbon Pricing,Transport,13/12/2014|Law passed,,,"This bill establishes the Emissions Reduction Fund, and provides a transition for the Carbon Farming Initiative by amending the Carbon Credits (Carbon Farming Initiative) Act 2011 to provide for the Clean Energy Regulator to conduct auctions and enter into contracts to purchase emissions reductions; enable a broader range of emissions reduction projects to be approved; and amend the project eligibility criteria and processes for approving projects and crediting carbon credit units.<br />
<br />
The Carbon Credits (Carbon Farming Initiative) Act 2011 set up a scheme for the issue of Australian Carbon Credit Units (ACCUs) in relation to eligible offsets projects. It was part of a package of three Acts to establish the Carbon Farming Initiative, including the Australian National Registry of Emissions Units Act 2011 and the Carbon Credits (Consequential Amendments) Act 2011. The package of Acts established the existence of ACCUs as personal property, which are generally transferable, and can be sold domestically or internationally subject to regulation."
1032,Greenhouse and Energy Minimum Standards Act 2012,legislative,Australia,AUS,"",Mitigation,"Standards, obligations and norms|Regulation",Law,"",Energy Demand,Buildings;Energy,21/09/2012|Law passed,,,"The Act promotes the development and adoption of products that use less energy, produce fewer GHGs, or contribute to the reducing of energy or GHGs produced by other products. It is also intended to give effect to Australia's obligations under the UNFCCC.<br />
<br />
It establishes greenhouse and energy minimum standards (GEMS) that are to be applied to the supply and commercial use of products that either use energy, or affect the energy used by another product. The specific GEMS are provided for by requirements in Ministerial determinations. A GEMS register is established to ensure products comply with GEMS. An associated act is the Greenhouse and Energy Minimum Standards (Registration Fees) Instrument 2013 (No. 2) which specifies the fees payable under the 2012 act."
1033,Clean Energy Finance Corporation Act 2012,legislative,Australia,AUS,"",Mitigation,Institutional mandates|Governance,Law,"",Energy Supply,Energy,"22/07/2012|Law passed||;01/05/2020|Law detailed by ministerial direction|
Clean Energy Finance Corporation Investment Mandate Direction 2020|",Link to official website -  Clean Energy Finance Corporation Investment Mandate Direction 2020|https://www.legislation.gov.au/Details/F2020L00552|en,,"The Act establishes the Clean Energy Finance Corporation to facilitate increased flows of finance into the clean energy sector. The main function of the corporation is to invest its funds (USD 2bnper annum until 2017) into clean energy technologies.<br>&nbsp;<br>A Clean Energy Finance Corporation (Abolition) Bill 2014 was before the House of Representatives which would abolish the Clean Energy Finance Corporation. This bill would also amend the Australian Renewable Energy Agency Act 2011 and Clean Energy Regulator Act 2011 to make amendments consequent on the repeal. As part of the process to ensure the passage of the Carbon Farming Initiative Amendment Bill 2014, the government has announced it will not bring this bill back to parliament in 2014; however it may do so in 2015 or beyond.<br><br>The Act's Article 64(1) was provided with ministerial direction on May 1st, 2020, with the publication of the Clean Energy Finance Corporation Investment Mandate Direction 2020 by the Ministry for Energy and Emissions Reduction &nbsp;and the Finance Ministry. This Mandate establishes a $300 million fund to be used to develop the Australian hydrogen industry."
1034,Australian National Registry of Emissions Units Act 2011,legislative,Australia,AUS,"",Mitigation,Institutional mandates|Governance,Law,"",Institutions / Administrative Arrangements;Carbon Pricing,Other,15/09/2011|Law passed||,Full text (PDF)|https://www.legislation.gov.au/Details/C2016C00155|en;Emissions Reduction Fund|https://www.industry.gov.au/funding-and-incentives/emissions-reduction-fund|en,,"The Act establishes the Australian National Registry of Emissions Units and details the specifics of its operation, such as the operation of Registry accounts. The Act was most recently amended in late 2014 to account for amendments necessary to account for the passing of the Carbon Farming Initiative Amendment Act 2014.<br><br>The Emissions Reduction Fund was established through the Carbon Credits (Carbon Farming Initiative) Act 2011&nbsp;in 2015.&nbsp;"
1035,Climate Change Authority Act 2011,legislative,Australia,AUS,"",Adaptation;Mitigation,"Institutional mandates|Governance;Processes, plans and strategies|Governance",Law,"",Institutions / Administrative Arrangements;Research And Development,Transport,29/11/2011|Law passed,,,"The Act establishes the Climate Change Authority which is required to conduct reviews under other acts such as the Renewable Energy (Electricity) Act 2000 and conduct research about matters relating to climate change. While discharging its functions, the Climate Change Authority is to have regard to the principle that any measure to respond to climate change must:<br />
- Be economically efficient;<br />
- Be environmentally effective;<br />
- Be equitable;<br />
- Be in the public interest;<br />
- Take account of the impact on households, business, workers and communities;<br />
- Support the development of an effective global response to climate change; and<br />
- Be consistent with Australia's foreign policy and trade objectives;<br />
<br />
A bill to abolish the Climate Change Authority was rejected in the Senate in March 2014, but a second version of the bill, the Climate Change Authority (Abolition) Bill 2013 [No. 2], is currently before the Senate. However, as part of the process to ensure the passage of the Carbon Farming Initiative Amendment Bill 2014, the government has announced it would abandon its pre-election pledge to scrap the Climate Change Authority. As such, the Climate Change Authority (Abolition) Bill 2013 [No. 2] is currently on hold."
1037,Offshore Petroleum and Greenhouse Gas Storage Act 2006,legislative,Australia,AUS,"",Mitigation,"Processes, plans and strategies|Governance",Law,"",Energy Supply,Health;Water,29/03/2006|Enactment of specific provisions;01/07/2008|Law passed,,,"The Act aims to provide an effective regulatory framework for petroleum exploration and recovery, and the exploration for potential GHG storage formations, injection and storage of GHG substances in offshore areas (Commonwealth waters). The Act provides a comprehensive national framework for offshore petroleum exploration and GHG storage activities, as these are managed jointly by the relevant State and Commonwealth agencies.<br />
<br />
The Act designates a 'Joint Authority' for each offshore area, which are responsible for implementing the Act. The Joint Authorities typically comprise the responsible State Minister and the responsible Commonwealth Minister.The National Offshore Petroleum Safety and Environmental Management Authority (NOPSEMA) is the national regulator responsible for administration of occupational health and safety provisions, structural integrity (wells and facilities) provisions, and environmental management provisions for all petroleum activities, and for occupational health and safety for persons engaged in offshore GHG storage activities. The National Offshore Petroleum Titles Administrator (NOPTA or the Titles Administrator),advises the Joint Authorities on key decisions and is responsible for keeping registers of titles and data and information management.<br />
<br />
The Act was most recently amended by the Offshore Petroleum and Greenhouse Gas Storage Amendment (Compliance Measures No. 2) Act 2013."
